Address,Comparison Field,Vintage,All Other,Group Comparison,City1,County1,ENERGYSTARCertified 2018,ENERGY STAR Score,Latitude1,Longitude1,Postal Code,Property Type,Property Type (Legend),Building GFA (SqFt),Property Id,Property Name,State1,Report Type,Site EUI (WN kBtu/SqFt),Year Built
300 NEWPORT CTR DR E,Search Above for Results,1960-1969,FALSE, ,NEWPORT BEACH,Orange,Not Certified, ,33.612678,-117.873424,92660,Movie Theater,Movie Theater,"71,206",6314653,NEWPORT 6,CA,Energy Metrics,61,1967
8032 E SANTA ANA CANYON RD,Search Above for Results,1990-1999,FALSE, ,ANAHEIM HILLS,Orange,Not Certified, ,33.865129,-117.752051,92808,Movie Theater,Movie Theater,"75,020",6314654,ANAHEIM HILLS 14,CA,Energy Metrics,67,1993
500 SPECTRUM CENTER DRIVE,Search Above for Results,1990-1999,FALSE, ,IRVINE,Orange,Not Certified, ,33.651894,-117.74518,92618,Movie Theater,Movie Theater,"175,849",6314656,IRVINE SPECTRUM 21,CA,Energy Metrics,58,1995
1701 W. Katella Ave.,Search Above for Results,1990-1999,FALSE, ,ORANGE,Orange,Not Certified, ,33.809346,-117.870321,92867,Movie Theater,Movie Theater,"109,857",4231595,00420-Century Stadium 25,CA,Energy Metrics,80,1997
26701 ALISO CREEK RD,Search Above for Results,1990-1999,FALSE, ,ALISO VIEJO,Orange,Not Certified, ,33.576906,-117.726704,92656,Movie Theater,Movie Theater,"98,557",6314640,ALISO VIEJO STADIUM 20,CA,Energy Metrics,65,1998
26602 TOWNE CTR DR,Search Above for Results,1990-1999,FALSE, ,FOOTHILL RANCH,Orange,Not Certified, ,33.676682,-117.668753,92610,Movie Theater,Movie Theater,"85,345",6314638,FOOTHILL TOWNE CTR 22,CA,Energy Metrics,62,1999
9741 CHAPMAN AVE,Search Above for Results,1990-1999,FALSE, ,GARDEN GROVE,Orange,Not Certified, ,33.789763,-117.962907,92841,Movie Theater,Movie Theater,"63,910",6314675,GARDEN GROVE 16,CA,Energy Metrics,78,1999
1001 South Lemon,Search Above for Results,2000-2009,FALSE, ,FULLERTON,Orange,Not Certified, ,33.861663,-117.92071,92832,Movie Theater,Movie Theater,"69,853",6362368,02480 - Fullerton 20,CA,Energy Metrics,124,2000
2457 Park Ave,Search Above for Results,2000-2009,FALSE, ,TUSTIN,Orange,Not Certified, ,33.696803,-117.828926,92782,Movie Theater,Movie Theater,"68,159",6362375,04270 - Tustin 14,CA,Energy Metrics,101,2000
155 W  BIRCH ST,Search Above for Results,2000-2009,FALSE, ,BREA,Orange,Not Certified, ,33.918936,-117.899784,92821,Movie Theater,Movie Theater,"56,148",6314666,BREA STADIUM 12 E,CA,Energy Metrics,64,2005
7777 Edinger Ave.,Search Above for Results,2000-2009,FALSE, ,HUNTINGTON BEACH,Orange,Not Certified, ,33.732008,-117.99415,92647,Movie Theater,Movie Theater,"85,598",4231648,00482-Huntington Beach,CA,Energy Metrics,74,2005
1555 Eureka Rd.,Search Above for Results,1990-1999,FALSE, ,ROSEVILLE,Placer,Not Certified, ,38.750119,-121.248058,95661,Movie Theater,Movie Theater,"68,565",4231593,00418-Century Roseville 14,CA,Energy Metrics,62,1998
6692 Lone Tree Blvd,Search Above for Results,2010-Present,FALSE, ,ROCKLIN,Placer,Not Certified, ,38.79740883,-121.2940727,95765,Movie Theater,Movie Theater,"573,720",4231695,01012-Century Blue Oaks,CA,Energy Metrics,9,2012
40750 WINCHESTER RD,Search Above for Results,1990-1999,FALSE, ,TEMECULA,Riverside,Not Certified, ,33.525099,-117.152425,92591,Movie Theater,Movie Theater,"80,727",6314635,TEMECULA STADIUM 15,CA,Energy Metrics,87,1999
3775 Tyler Street,Search Above for Results,2000-2009,FALSE, ,RIVERSIDE,Riverside,Not Certified, ,33.912941,-117.457994,92503,Movie Theater,Movie Theater,"70,000",6362372,04220 - Tyler 16,CA,Energy Metrics,119,2000
71800 Hwy 111,Search Above for Results,2000-2009,FALSE, ,RANCHO MIRAGE,Riverside,Not Certified, ,33.740098,-116.409687,92270,Movie Theater,Movie Theater,"77,374",4231640,00479-Century @ The River,CA,Energy Metrics,87,2002
2650 TUSCANY ST,Search Above for Results,2000-2009,FALSE, ,CORONA,Riverside,Not Certified, ,33.82353083,-117.5157503,92881,Movie Theater,Movie Theater,"80,485",6314661,CORONA CROSSINGS STADIUM 18,CA,Energy Metrics,79,2004
3535 RIVERSIDE PLZ DR,Search Above for Results,2000-2009,FALSE, ,RIVERSIDE,Riverside,Not Certified, ,33.955993,-117.390043,92506,Movie Theater,Movie Theater,"66,750",6314677,RIVERSIDE PLZ STADIUM 16,CA,Energy Metrics,74,2004
12285 LIMONITE AVE,Search Above for Results,2000-2009,FALSE, ,MIRA LOMA,Riverside,Not Certified, ,33.975757,-117.551596,91752,Movie Theater,Movie Theater,"56,000",6314655,EASTVALE GATEWAY 1,CA,Energy Metrics,73,2007
9349 Big Horn Blvd.,Search Above for Results,1990-1999,FALSE, ,ELK GROVE,Sacramento,Not Certified, ,38.41822267,-121.4042742,95758,Movie Theater,Movie Theater,"66,000",4231592,00417-Century Laguna 16,CA,Energy Metrics,79,1996
261 Iron Point Rd.,Search Above for Results,1990-1999,FALSE, ,FOLSOM,Sacramento,Not Certified, ,38.641563,-121.19142,95630,Movie Theater,Movie Theater,"51,227",4231591,00416-Century 14,CA,Energy Metrics,92,1996
3551 - 3581 Truxel Rd,Search Above for Results,1990-1999,FALSE, ,SACRAMENTO,Sacramento,Not Certified, ,38.634118,-121.503255,95834,Movie Theater,Movie Theater,"82,126",6832378,Natomas Marketplace (3551-3581),CA,Energy Metrics,134,1997
3561 TRUXEL RD,Search Above for Results,1990-1999,FALSE, ,SACRAMENTO,Sacramento,Not Certified, ,38.634436,-121.503205,95834,Movie Theater,Movie Theater,"60,414",6314673,NATOMAS MARKETPLACE 16,CA,Energy Metrics,94,1999
6233 Garfield Ave.,Search Above for Results,2000-2009,FALSE, ,SACRAMENTO,Sacramento,Not Certified, ,38.680092,-121.335655,95841,Movie Theater,Movie Theater,"64,535",4231637,00476-Century 16 Greenback Lane,CA,Energy Metrics,89,2003
1590 Ethan Way,Search Above for Results,2010-Present,FALSE, ,SACRAMENTO,Sacramento,Not Certified, ,38.593587,-121.418488,95825,Movie Theater,Movie Theater,"76,622",6221346,1137-Century Arden 14 and XD,CA,Energy Metrics,59,2016
4900 E 4TH ST,Search Above for Results,1990-1999,FALSE, ,ONTARIO,San Bernardino,Not Certified, ,34.076686,-117.550697,91764,Movie Theater,Movie Theater,"118,542",6314647,ONTARIO PALACE 22,CA,Energy Metrics,111,1997
1575 N MOUNTAIN AVE,Search Above for Results,1990-1999,FALSE, ,ONTARIO,San Bernardino,Not Certified, ,34.086342,-117.671114,91762,Movie Theater,Movie Theater,"70,033",6314652,ONTARIO MT VILLAGE 14,CA,Energy Metrics,106,1999
4549 Mills Circle,Search Above for Results,2000-2009,FALSE, ,ONTARIO,San Bernardino,Not Certified, ,34.074598,-117.552646,91764,Movie Theater,Movie Theater,"125,000",6362380,04350 - Ontario Mills 30,CA,Energy Metrics,99,2000
12600 N Main Street,Search Above for Results,2000-2009,FALSE, ,RANCHO CUCAMONGA,San Bernardino,Not Certified, ,34.112838,-117.53005,91739,Movie Theater,Movie Theater,"51,832",6362363,02370 - Victoria Gardens 12,CA,Energy Metrics,114,2000
14470 Bear Valley Road,Search Above for Results,2000-2009,FALSE, ,VICTORVILLE,San Bernardino,Not Certified, ,34.474128,-117.347983,92392,Movie Theater,Movie Theater,"70,976",4231546,00341-The Mall @victor Valley,CA,Energy Metrics,60,2006
450 NORTH E STREET,Search Above for Results,2010-Present,FALSE, ,SAN BERNARDINO,San Bernardino,Not Certified, ,34.107456,-117.294978,92401,Movie Theater,Movie Theater,"65,791",6314657,SAN BERNARDINO STADIUM 14,CA,Energy Metrics,94,2012
1025 TIERRA DEL REY,Search Above for Results,1990-1999,FALSE, ,CHULA VISTA,San Diego,Not Certified, ,32.638279,-117.019298,91910,Movie Theater,Movie Theater,"55,820",6314664,RANCHO DEL REY 16,CA,Energy Metrics,87,1998
2951 JAMACHA RD,Search Above for Results,1990-1999,FALSE, ,EL CAJON,San Diego,Not Certified, ,32.737381,-116.939806,92019,Movie Theater,Movie Theater,"68,680",6314649,RANCHO SAN DIEGO STADIUM 15,CA,Energy Metrics,64,1998
405 PARKWAY PLZ,Search Above for Results,1990-1999,FALSE, ,EL CAJON,San Diego,Not Certified, ,32.805394,-116.96758,92020,Movie Theater,Movie Theater,"85,000",6314637,PKWY PLZ 18,CA,Energy Metrics,70,1998
1180 W SAN MARCOS BLVD,Search Above for Results,1990-1999,FALSE, ,SAN MARCOS,San Diego,Not Certified, ,33.13479633,-117.1925918,92069,Movie Theater,Movie Theater,"80,740",6314636,SAN MARCOS STADIUM 18,CA,Energy Metrics,69,1998
401 MISSION AVE,Search Above for Results,1990-1999,FALSE, ,OCEANSIDE,San Diego,Not Certified, ,33.195034,-117.380482,92054,Movie Theater,Movie Theater,"60,077",6314672,OCEANSIDE 16,CA,Energy Metrics,50,1999
2015 Birch Rd,Search Above for Results,2000-2009,FALSE, ,CHULA VISTA,San Diego,Not Certified, ,32.623593,-116.966169,91915,Movie Theater,Movie Theater,"51,648",6362376,04280 - Otay Ranch 12,CA,Energy Metrics,102,2000
8657 Villa Lajolla Drive,Search Above for Results,2000-2009,FALSE, ,LAJOLLA,San Diego,Not Certified, ,32.865478,-117.231693,92037,Movie Theater,Movie Theater,"51,547",6362373,04230 - Lajolla Village 12,CA,Energy Metrics,84,2000
431 College Blvd,Search Above for Results,2000-2009,FALSE, ,OCEANSIDE,San Diego,Not Certified, ,33.244958,-117.293587,92057,Movie Theater,Movie Theater,"50,084",6379604,Mission Marketplace 706 - 1,CA,Energy Metrics,29,2000
350 W VALLEY PKWY,Search Above for Results,2000-2009,FALSE, ,ESCONDIDO,San Diego,Not Certified, ,33.121625,-117.086881,92025,Movie Theater,Movie Theater,"66,000",6314676,ESCONDIDO STADIUM 16,CA,Energy Metrics,67,2004
West Valley Mall,Search Above for Results,1990-1999,FALSE, ,TRACY,San Joaquin,Not Certified, ,37.75754781,-121.457048,95376,Movie Theater,Movie Theater,"60,154",4231473,00217-Movies 14,CA,Energy Metrics,69,1996
222 N EL DORADO ST,Search Above for Results,2000-2009,FALSE, ,STOCKTON,San Joaquin,Not Certified, ,37.955194,-121.28981,95202,Movie Theater,Movie Theater,"70,000",6314651,STOCKTON CITY CENTRE STADIUM,CA,Energy Metrics,84,2003
1901 Junipero Serra Blvd.,Search Above for Results,2000-2009,FALSE, ,DALY CITY,San Mateo,Not Certified, ,37.70223183,-122.4702023,94015,Movie Theater,Movie Theater,"78,000",4231618,00444-Century 20 Daly City,CA,Energy Metrics,69,2002
825 Middlefield Rd.,Search Above for Results,2000-2009,FALSE, ,REDWOOD CITY,San Mateo,Not Certified, ,37.486198,-122.228668,94063,Movie Theater,Movie Theater,"80,146",4231657,00485-Redwood Downtown 20,CA,Energy Metrics,72,2006
1188 el Camino Real,Search Above for Results,2000-2009,FALSE, ,SAN BRUNO,San Mateo,Not Certified, ,37.637934,-122.417788,94066,Movie Theater,Movie Theater,"81,284",4231683,00494 - San Bruno,CA,Energy Metrics,64,2008
100 TOWN CENTER EAST,Search Above for Results,2010-Present,FALSE, ,SANTA MARIA,"Santa Barbara, San Luis Obispo",Not Certified, ,34.95105,-120.43399,93454,Movie Theater,Movie Theater,"62,686",6337701,SANTA MARIA 14,CA,Energy Metrics,72,2013
10123 N Wolfe Rd Suite 3000,Search Above for Results,2000-2009,FALSE, ,CUPERTINO,Santa Clara,Not Certified, ,37.326644,-122.014917,95014,Movie Theater,Movie Theater,"80,675",6362374,04240 - Cupertino 16,CA,Energy Metrics, ,2000
1010 Great Mall Drive,Search Above for Results,2000-2009,FALSE, ,MALPITAS,Santa Clara,Not Certified, ,37.41574,-121.897329,95035,Movie Theater,Movie Theater,"80,052",4231614,00440-Century 20 Great Mall,CA,Energy Metrics,57,2000
3111 Mission College Blvd.,Search Above for Results,2000-2009,FALSE, ,SANTA CLARA,Santa Clara,Not Certified, ,37.38919,-121.98339,95054,Movie Theater,Movie Theater,"82,303",6362384,04470 - Mercado 20,CA,Energy Metrics,98,2000
1500 N. Shoreline Blvd.,Search Above for Results,2000-2009,FALSE, ,MOUNTAIN VIEW,Santa Clara,Not Certified, ,37.4144635,-122.0806815,94043,Movie Theater,Movie Theater,"99,619",4231588,00399-Century Cinema 16,CA,Energy Metrics,65,2006
1549 GATEWAY BLVD,Search Above for Results,1990-1999,FALSE, ,FAIRFIELD,Solano,Not Certified, ,38.259735,-122.054885,94533,Movie Theater,Movie Theater,"67,973",6314648,FAIRFIELD STADIUM 16,CA,Energy Metrics,93,1999
109 Plaza Dr.,Search Above for Results,2000-2009,FALSE, ,VALLEJO,Solano,Not Certified, ,38.131041,-122.218799,94591,Movie Theater,Movie Theater,"55,880",4231619,00445-Vallejo 14,CA,Energy Metrics,25,2001
2323 W MAIN,Search Above for Results,2000-2009,FALSE, ,TURLOCK,"Stanislaus, Merced",Not Certified, ,37.49412333,-120.875186,95380,Movie Theater,Movie Theater,"59,894",6314671,TURLOCK STADIUM 14,CA,Energy Metrics,75,2004
680 VENTURA BLVD,Search Above for Results,1990-1999,FALSE, ,CAMARILLO,Ventura,Not Certified, ,34.21732167,-119.0630017,93010,Movie Theater,Movie Theater,"53,765",6314663,CAMARILLO 12,CA,Energy Metrics,77,1994
2751 TAPO CANYON RD,Search Above for Results,1990-1999,FALSE, ,SIMI VALLEY,Ventura,Not Certified, ,34.284537,-118.719302,93065,Movie Theater,Movie Theater,"56,095",6314665,CIVIC CTR 16,CA,Energy Metrics,87,1999
166 W HILLCREST DR,Search Above for Results,2000-2009,FALSE, ,THOUSAND OAKS,Ventura,Not Certified, ,34.181859,-118.885551,91360,Movie Theater,Movie Theater,"110,000",6362390,41470 - THOUSAND OAKS 14,CA,Energy Metrics,64,2000
2766 Sea Glass Way Bldg,Search Above for Results,2010-Present,FALSE, ,OXNARD,Ventura,Not Certified, ,34.239527,-119.175323,93036,Movie Theater,Movie Theater,"66,589",4231693,"01010-Oxnard, CA",CA,Energy Metrics,48,2012
1555 Van Ness Ave.,Search Above for Results,1980-1989,FALSE, ,FRESNO,Fresno,Not Certified, ,36.740293,-119.795724,93721,Museum,All Other,"58,654",7542756,Fresno Metropolitan Museum,CA,Energy Metrics,37,1984
1022 Bay Marina Dr,Search Above for Results,1950-1959,FALSE, ,NATIONAL CITY,,Not Certified,46,32.655964,-117.111196,,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"283,600",6394730,National Distribution Center (1022) for AB 802 Reporting,CA,Energy Metrics,27,1950
800 S. Victoria Avenue,Search Above for Results,1970-1979,FALSE, ,VENTURA,,Not Certified, ,34.268612,-119.210506,93009,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"75,503",2720669,Services Building,CA,Energy Metrics,38,1972
2741-2771 Dow Avenue,Search Above for Results,1970-1979,FALSE, ,TUSTIN,,Not Certified,69,33.71265,-117.80815,927807209,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"81,163",3550630,Wilson-Dow Avenue Industrial Park - 2741-2771,CA,Energy Metrics,10,1977
2781-2811 Dow Avenue,Search Above for Results,1970-1979,FALSE, ,TUSTIN,,Not Certified,84,33.7119355,-117.8075133,927807209,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"81,487",3550640,Wilson-Dow Avenue Industrial Park - 2781-2811,CA,Energy Metrics,10,1977
315  Resource Drive,Search Above for Results,2000-2009,FALSE, ,RIALTO,,Not Certified,4,34.04054,-117.377538,92678,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"123,256",6205463,315 Resource Drive,CA,Energy Metrics,39,2001
801 Chadbourne Road,Search Above for Results,2000-2009,FALSE, ,FAIRFIELD,,Not Certified,90,38.230478,-122.085694,94634,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"190,000",6335432,801 Chadbourne Road,CA,Energy Metrics,6,2006
3596 Baumberg Avenue,Search Above for Results,1900-1909,FALSE, ,HAYWARD,Alameda,Not Certified, ,37.61593367,-122.102314,94545,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"236,976",6689760,Hayward 92 Industrial Center,CA,Energy Metrics, ,1900
1338 Mandela Parkway,Search Above for Results,1930-1939,FALSE, ,OAKLAND,Alameda,Not Certified,92,37.81041,-122.291139,94607,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"127,000",6858741,MANDELA PARKWAY,CA,Energy Metrics,6,1938
9401 San Leandro Street,Search Above for Results,1940-1949,FALSE, ,OAKLAND,Alameda,Not Certified,94,37.740441,-122.182946,94603,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"400,000",6335421,9401 San Leandro Street,CA,Energy Metrics,5,1941
8511 Blaine Street,Search Above for Results,1950-1959,FALSE, ,OAKLAND,Alameda,Not Certified, ,37.74673,-122.187156,94621,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"217,953",6694851,R6BLAI - 8511 Blaine Street,CA,Energy Metrics,4,1950
1717 Doolittle Drive,Search Above for Results,1950-1959,FALSE, ,SAN LEANDRO,Alameda,Not Certified,2,37.708378,-122.184212,94577,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"423,072",6368890,1717 Doolittle Drive,CA,Energy Metrics,73,1955
700 Independent Road,Search Above for Results,1950-1959,FALSE, ,OAKLAND,Alameda,Not Certified,97,37.75663,-122.20487,94621,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"132,000",6335473,700 Independent Road,CA,Energy Metrics,3,1955
6201 Coliseum Way,Search Above for Results,1950-1959,FALSE, ,OAKLAND,Alameda,Not Certified,86,37.756903,-122.208857,94621,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"149,551",6876232,Coliseum,CA,Energy Metrics,6,1958
1980 West Avenue 140th,Search Above for Results,1950-1959,FALSE, ,SAN LEANDRO,Alameda,Not Certified, ,37.69959917,-122.1687198,94577,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"308,605",5841925,San Leandro Distribution Ctr,CA,Energy Metrics, ,1959
8707 San Leandro St.,Search Above for Results,1960-1969,FALSE, ,OAKLAND,Alameda,Not Certified,91,37.745173,-122.18847,94621,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"81,823",6205594,8707 San Leandro St.,CA,Energy Metrics,5,1968
1565-1575 Alvarado St.,Search Above for Results,1960-1969,FALSE, ,SAN LEANDRO,Alameda,Not Certified,63,37.72017,-122.16306,94577,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"73,820",4190729,BXR575 - San Leandro Business Park,CA,Energy Metrics,17,1969
2477 Liston  Way,Search Above for Results,1970-1979,FALSE, ,UNION CITY,Alameda,Not Certified,1,37.604699,-122.049192,94587,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"220,299",6205583,2477 Liston  Way,CA,Energy Metrics,590,1970
3317 Arden Road,Search Above for Results,1970-1979,FALSE, ,HAYWARD,Alameda,Not Certified,99,37.62017,-122.10409,94545,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"73,662",3238902,Hayward ABCDE - C Building,CA,Energy Metrics,3,1976
3391-3399 Arden Road,Search Above for Results,1970-1979,FALSE, ,HAYWARD,Alameda,Not Certified,36,37.62136,-122.10632,94545,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"107,448",3238928,Hayward ABCDE - D Building,CA,Energy Metrics,17,1978
3433-3481 Arden Road,Search Above for Results,1970-1979,FALSE, ,HAYWARD,Alameda,Not Certified,66,37.62148817,-122.1084667,94545,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"208,050",3240293,Hayward FGHK - F Building,CA,Energy Metrics,10,1979
850-860 Auburn Ct.,Search Above for Results,1980-1989,FALSE, ,FREMONT,Alameda,Not Certified, ,37.48127,-121.92965,94538,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"68,053",4190738,BXRAUB - Auburn Ct.,CA,Energy Metrics,19,1983
2351-2357 Lincoln Avenue,Search Above for Results,1980-1989,FALSE, ,HAYWARD,Alameda,Not Certified,100,37.64988,-122.1355,94545,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"82,800",6218819,EBA00109 - Hayward 9,CA,Energy Metrics, ,1984
30400-30470 Whipple Rd.,Search Above for Results,1980-1989,FALSE, ,UNION CITY,Alameda,Not Certified,57,37.600759,-122.085827,94587,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"95,337",4029322,Alvarado Business Park #B,CA,Energy Metrics,17,1987
26545-26557 Danti Ct.,Search Above for Results,1980-1989,FALSE, ,HAYWARD,Alameda,Not Certified,31,37.622616,-122.109042,94545,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"145,563",3240314,Hayward FGHK - K Building,CA,Energy Metrics,23,1988
30401-30481 Whipple Rd.,Search Above for Results,1980-1989,FALSE, ,UNION CITY,Alameda,Not Certified,49,37.600535,-122.088081,94587,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"102,625",4029335,Alvarado Business Park #N,CA,Energy Metrics,14,1988
10901 Bigge Street,Search Above for Results,1980-1989,FALSE, ,SAN LEANDRO,Alameda,Not Certified,92,37.72453567,-122.186148,94577,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"75,915",6354158,10901 Bigge Street,CA,Energy Metrics,7,1989
8652-8674 Thornton Ave,Search Above for Results,1990-1999,FALSE, ,NEWARK,Alameda,Not Certified,100,37.5251,-122.05404,94560,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"9,896,000",6217593,SBA00102 - Newark 2,CA,Energy Metrics,0,1990
800 Corporate Way,Search Above for Results,1990-1999,FALSE, ,FREMONT,Alameda,Not Certified,59,37.497506,-121.927478,94539,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"152,675",4189746,BXNC80 - Corporate Way 800,CA,Energy Metrics,31,1995
3089 Whipple Road,Search Above for Results,1990-1999,FALSE, ,UNION CITY,Alameda,Not Certified,63,37.606597,-122.077677,94587,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"130,283",4038667,HACA,CA,Energy Metrics,18,1996
40745 Encyclopedia Circle,Search Above for Results,1990-1999,FALSE, ,FREMONT,Alameda,Not Certified,91,37.5142855,-121.9859118,94538,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"158,400",6218197,SBA01402 - Fremont 2,CA,Energy Metrics, ,1996
4000-4020 Whipple Rd.,Search Above for Results,1990-1999,FALSE, ,UNION CITY,Alameda,Not Certified,23,37.604733,-122.084257,94587,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"77,244",4029330,Alvarado Business Park #G,CA,Energy Metrics,31,1997
44901-44951 Industrial Drive,Search Above for Results,1990-1999,FALSE, ,FREMONT,Alameda,Not Certified,28,37.499591,-121.953132,94538,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"164,900",6205586,NCINDU - 44901 Industrial Drive,CA,Energy Metrics,30,1997
44091-44131 Nobel Drive,Search Above for Results,1990-1999,FALSE, ,FREMONT,Alameda,Not Certified,36,37.498021,-121.98314,94538,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"187,168",6218805,SBA01502 - Pacific Commons 2,CA,Energy Metrics, ,1999
2001 Marina Blvd,Search Above for Results,1990-1999,FALSE, ,SAN LEANDRO,Alameda,Not Certified,63,37.705416,-122.175029,94577,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"222,144",6354159,2001 Marina Blvd,CA,Energy Metrics,14,1999
44259 Nobel Drive,Search Above for Results,1990-1999,FALSE, ,FREMONT,Alameda,Not Certified,68,37.495263,-121.976658,94538,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"60,000",6218807,SBA01505 - Pacific Commons 5,CA,Energy Metrics, ,1999
1900 West Winton Avenue,Search Above for Results,2000-2009,FALSE, ,HAYWARD,Alameda,Not Certified,91,37.651501,-122.127996,94545,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"214,000",6335461,1900 West Winton Avenue,CA,Energy Metrics,6,2000
"2249 Davis Court, Suite B",Search Above for Results,2000-2009,FALSE, ,HAYWARD,Alameda,Not Certified,96,37.6476,-122.130308,94545,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"117,000",6776698,"0582-Hayward, CA (2249 Davis)",CA,Energy Metrics,4,2000
1050 77th Avenue,Search Above for Results,2000-2009,FALSE, ,OAKLAND,Alameda,Not Certified, ,37.75402,-122.188885,94621,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"133,300",6837377,1050 77th Avenue,CA,Energy Metrics,5,2001
2380-2388 Williams St.,Search Above for Results,2010-Present,FALSE, ,SAN LEANDRO,Alameda,Not Certified, ,37.70691909,-122.1856116,94577,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"163,979",6368914,2380-2388 Williams St.,CA,Energy Metrics,10,2017
4754 Bennett Drive,Search Above for Results,1980-1989,FALSE, ,LIVERMORE,"Alameda, Contra Costa",Not Certified,21,37.698362,-121.738021,94551,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"83,298",6354161,4754 Bennett Drive,CA,Energy Metrics,29,1987
18300 Stanford Rd,Search Above for Results,2000-2009,FALSE, ,TRACY,"Alameda, San Joaquin",Not Certified, ,37.72783,-121.536056,95377,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"407,563",6815011,18300 Stanford Rd,CA,Energy Metrics, ,2000
25201 S Schulte Rd,Search Above for Results,2000-2009,FALSE, ,TRACY,"Alameda, San Joaquin",Not Certified, ,37.724742,-121.536917,95377,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"332,363",6815012,25201 S Schulte Rd,CA,Energy Metrics, ,2000
1666 Willow Pass Rd,Search Above for Results,1960-1969,FALSE, ,PITTSBURG,Contra Costa,Not Certified,2,38.02774433,-121.9238072,94565,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"108,100",6874175,1666 Willow Pass Rd,CA,Energy Metrics, ,1966
5060 Forni Dr,Search Above for Results,2000-2009,FALSE, ,CONCORD,Contra Costa,Not Certified,99,38.019548,-122.033283,94520,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"100,800",6346102,Conco - 5060 Forni Dr,CA,Energy Metrics,1,2000
2500 Dean Lesher Drive,Search Above for Results,2000-2009,FALSE, ,CONCORD,Contra Costa,Not Certified,98,38.021046,-122.029953,94520,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"67,505",6346074,Conco - 2500 Dean,CA,Energy Metrics,4,2002
2510 Dean Lesher Drive,Search Above for Results,2010-Present,FALSE, ,CONCORD,Contra Costa,Not Certified,100,38.021608,-122.030219,94520,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"55,247",6346098,Conco - 2510 Dean,CA,Energy Metrics,1,2015
325 Guthrie Ln,Search Above for Results,2010-Present,FALSE, ,BRENTWOOD,Contra Costa,Not Certified,100,37.92116,-121.683721,94513,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"100,990",6844842,325 Guthrie Ln,CA,Energy Metrics,1,2017
2995 Atlas,Search Above for Results,2010-Present,FALSE, ,RICHMOND,Contra Costa,Not Certified,100,38.000753,-122.348114,94806,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"707,820",6732672,2995 (LDARA),CA,Energy Metrics,0,2018
1435 Fresno St.,Search Above for Results,1980-1989,FALSE, ,FRESNO,Fresno,Not Certified, ,36.732618,-119.798277,93706,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"64,000",7912820,1435 Fresno St.,CA,Energy Metrics,14,1983
"4395 S Minnewawa Avenue, Ste 101",Search Above for Results,2010-Present,FALSE, ,FRESNO,Fresno,Not Certified,84,36.67363,-119.7109122,93725,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"249,600",6322820,"Warehouse-Fresno, CA (Minnewawa)",CA,Energy Metrics,5,2017
